time,price,size,brs,title,link,loc
2015-09-26 00:17:00,850.0,,1.0,Studio 1bd/ba apartment in oakland,/eby/apa/5239518109.html,eby
2015-09-25 23:59:00,500.0,,1.0,Pride of ownership .Completly remodelled unit,/eby/apa/5239514269.html,eby
2015-09-25 23:53:00,500.0,,1.0,Pride of ownership .Completly remodelled unit,/eby/apa/5239514172.html,eby
2015-09-25 23:52:00,500.0,,1.0,IMMACULATE Apartment Newer roof,/eby/apa/5239513427.html,eby
2015-09-25 23:51:00,500.0,,1.0,IMMACULATE Apartment Newer roof,/eby/apa/5239513414.html,eby
2015-09-25 23:45:00,1745.0,900.0,2.0,2 bed / 1.5 bath / Close to Hayward BART and downtown,/eby/apa/5239509685.html,eby
2015-09-25 23:45:00,2500.0,1773.0,4.0,Nice 4b/2b Hercules House for Rent  Available Now,/eby/apa/5239513998.html,eby
2015-09-25 23:45:00,2725.0,1420.0,2.0,Spacious Single Level Townhome w/Upgrades at Villas in Dublin Ranch,/eby/apa/5239513909.html,eby
2015-09-25 23:45:00,1500.0,,2.0,2 room/1 bath basement apartment in quiet Elmwood neighborhood,/eby/apa/5239513836.html,eby
2015-09-25 23:43:00,4400.0,1300.0,2.0,Manhattan Style Executive/Resort Living w/ unobstucted lake  Bay View,/eby/apa/5214725150.html,eby
2015-09-25 23:43:00,1595.0,1410.0,3.0,Townhome close to Travis AFB,/eby/apa/5216163547.html,eby
2015-09-25 23:37:00,1995.0,,2.0,2BR /1.5BA Townhouse,/eby/apa/5229163892.html,eby
2015-09-25 23:33:00,2200.0,575.0,1.0,Elmwood condo for rent one bedroom spacious,/eby/apa/5239509901.html,eby
2015-09-25 23:31:00,1975.0,2500.0,3.0,2500 SQ FEET ONLY 1975,/eby/apa/5225471671.html,eby
2015-09-25 23:27:00,2950.0,1450.0,3.0,3/2.5 townhouse near Fremont BART  94538,/eby/apa/5233022254.html,eby
2015-09-25 23:15:00,1800.0,,2.0,Bright  Sunny 2BR Top Flr Oakland Hills View Hardwod Flr  New Paint,/eby/apa/5239503310.html,eby
2015-09-25 23:12:00,3800.0,,3.0,1900s Lake Merritt Bungalow,/eby/apa/5239502408.html,eby
2015-09-25 23:07:00,3600.0,1695.0,3.0,Fremont Mission San Jose,/eby/apa/5239500515.html,eby
2015-09-25 23:07:00,1500.0,600.0,1.0,BEAUTIFUL 1 BEDROOM IN DOWNTOWN AREA GRANITE STAINLESS  MORE,/eby/apa/5239498441.html,eby
2015-09-25 23:06:00,2280.0,3273.0,5.0,the gorgeous house for rent in Tracy,/eby/apa/5239496968.html,eby
2015-09-25 22:58:00,1695.0,,3.0,Total Remodeled House,/eby/apa/5206416082.html,eby
2015-09-25 22:48:00,3600.0,1550.0,3.0,Spacious  Bright Home Sweet Home in Glenview,/eby/apa/5239492345.html,eby
2015-09-25 22:46:00,1175.0,800.0,2.0,BEAUTIFULLY REMODELED SUNNY 2 BEDROOM W. BALCONY  BAY VIEWS,/eby/apa/5239491480.html,eby
2015-09-25 22:38:00,1700.0,1342.0,3.0,Available Now,/eby/apa/5232431184.html,eby
2015-09-25 22:38:00,2000.0,840.0,2.0,2 Bedroom with Granite  Wood Laminate Floors in Fremont,/eby/apa/5239488241.html,eby
2015-09-25 22:38:00,2250.0,2289.0,4.0,2449 Sheldon Drive Fairfield,/eby/apa/5202743612.html,eby
2015-09-25 22:36:00,2795.0,1014.0,3.0,3 Bedroom 2 bath Condo,/eby/apa/5239487212.html,eby
2015-09-25 22:28:00,1100.0,600.0,1.0,Bright one bedroom condo only for two months.,/eby/apa/5239483248.html,eby
2015-09-25 22:26:00,2300.0,1000.0,2.0,2Br/2Ba 2 parking walk to Fremont BART,/eby/apa/5239476571.html,eby
2015-09-25 22:25:00,1500.0,,3.0,SE RENTA CASA EN VALLEJO CA 3br/2baos,/eby/apa/5239482038.html,eby
2015-09-25 22:24:00,2900.0,1200.0,2.0,Quiet apartment in Montclair,/eby/apa/5239481383.html,eby
2015-09-25 22:23:00,2095.0,,1.0,Beautiful 1920s HOLLYWOOD BUNGALOW in Tropical Courtyard,/eby/apa/5239480760.html,eby
2015-09-25 22:14:00,2650.0,900.0,2.0,Newly constructed flat in 1900s Lake Merritt Bungalow,/eby/apa/5239476652.html,eby
2015-09-25 22:08:00,2950.0,,3.0,3 bedroom Triplex,/eby/apa/5239473365.html,eby
2015-09-25 21:57:00,2600.0,1526.0,3.0,Beautiful 3bedroom 2.5bath house near school  park,/eby/apa/5239467533.html,eby
2015-09-25 21:49:00,1700.0,1100.0,3.0,Remodeled Home For Rent/ Se Renta Casa Remodelada,/eby/apa/5239463479.html,eby
2015-09-25 21:49:00,2600.0,950.0,2.0,By Lake/Downtown/Whole foods. NICE New OPEN SUN 121pm,/eby/apa/5239463100.html,eby
2015-09-25 21:46:00,1395.0,950.0,2.0,spacious 2bd 1.5ba apartment with back yard in Rodeo,/eby/apa/5228477264.html,eby
2015-09-25 21:38:00,1850.0,850.0,2.0,Open house 9/26 Sat 9/27. Sun Newly remodeled.,/eby/apa/5239456931.html,eby
2015-09-25 21:36:00,2495.0,800.0,2.0,Quiet cozy breezy 2 level cottage near watergood for single/couple,/eby/apa/5239455708.html,eby
2015-09-25 21:35:00,3295.0,900.0,3.0,Rockridge/Temescal Condo style flat by CCAC Open SAT 11am,/eby/apa/5239455057.html,eby
2015-09-25 21:24:00,1300.0,,2.0,DELUXE REMODELED 2 BEDROOM APARTMENT W/ DISHWASHER. NEW WASHER  DRYER,/eby/apa/5239448517.html,eby
2015-09-25 21:23:00,4500.0,2500.0,4.0,Orinda 4/4 TriLevel,/eby/apa/5239447762.html,eby
2015-09-25 21:08:00,1600.0,1126.0,3.0,COMING SOON 3 BD/2 BA VALLEJO HOME FOR RENT,/eby/apa/5210348899.html,eby
2015-09-25 21:03:00,2300.0,2888.0,4.0,3 Full Bath at Lourence Ranch Tracy Avail Oct 10,/eby/apa/5239434822.html,eby
2015-09-25 21:02:00,2600.0,1027.0,2.0,2 Bdrm 1 Bth House,/eby/apa/5239434174.html,eby
2015-09-25 21:01:00,1350.0,,3.0,3 Bedroom / 2 Bathroom In Baypoint CA,/eby/apa/5239427717.html,eby
2015-09-25 21:01:00,1995.0,2200.0,4.0,Fantastic house in Vintage Parkway Area Oakley,/eby/apa/5239433376.html,eby
2015-09-25 21:00:00,2800.0,550.0,1.0,1 Br Rockridge Cottage for rent 11/1,/eby/apa/5239432579.html,eby
2015-09-25 20:56:00,2550.0,1200.0,2.0,Large 2BR/1BA close to Union City BART,/eby/apa/5234805750.html,eby
2015-09-25 20:52:00,2350.0,1570.0,3.0,Hercules Townhouse for Rent,/eby/apa/5230231257.html,eby
2015-09-25 20:51:00,3500.0,1200.0,3.0,WONDERFUL TEMESCAL DUPLEX GREAT LOCATION,/eby/apa/5228253120.html,eby
2015-09-25 20:42:00,1050.0,,1.0,COMING SOON Studioish Unit UTILITIES INCLUDED,/eby/apa/5239420281.html,eby
2015-09-25 20:39:00,3500.0,2154.0,4.0,S. Livermore 4 Br. 2Ba. Ranchette New Carpet  Paint Acre Ranch w/V,/eby/apa/5202001315.html,eby
2015-09-25 20:39:00,2200.0,650.0,1.0,Cozy Cute Comfortable Cottage In Berkeley Hills. Gustavo Lopez AMSI,/eby/apa/5208887995.html,eby
2015-09-25 20:37:00,2195.0,2400.0,4.0,Pittsburg Beautiful all updated Well maintained,/eby/apa/5231471158.html,eby
2015-09-25 20:37:00,2600.0,1064.0,2.0,Pleasanton 2 Br. 2 Ba. Townhome Community Pool  Spa,/eby/apa/5217731752.html,eby
2015-09-25 20:36:00,8000.0,5807.0,5.0,Dublin Ranch Highly Upgraded Br.5 Br.Office 5 1/2 Yard Pool,/eby/apa/5212560244.html,eby
2015-09-25 20:29:00,1400.0,400.0,1.0,1br  400ft  Junior 1 bedroom Apartment in Berkeley berkele,/eby/apa/5239410823.html,eby
2015-09-25 20:26:00,1750.0,,1.0,Basement suite Dog friendly fenced yard garage great location,/eby/apa/5239408312.html,eby
2015-09-25 20:25:00,2900.0,1116.0,3.0,Albany Remodel duplex 3/1 like SFH nr School UCB Vallege,/eby/apa/5239407642.html,eby
2015-09-25 20:23:00,1250.0,1000.0,1.0,Spacious Duplex,/eby/apa/5239402561.html,eby
2015-09-25 20:20:00,3600.0,2150.0,4.0,4bd/3.5ba Dublin home near top schools bart shops,/eby/apa/5239404550.html,eby
2015-09-25 20:20:00,850.0,,1.0,850 studio/small apartment for rent. Need someone by Oct. 1st,/eby/apa/5239404232.html,eby
2015-09-25 20:16:00,2500.0,1590.0,3.0,Single Family House Fairmont Terence 3 bedrooms 2 baths and Sun room,/eby/apa/5235983034.html,eby
2015-09-25 20:12:00,3300.0,1700.0,3.0,DUBLIN HOME NEAR TOP SCHOOL BART SHOPS ENTERTAINMENT,/eby/apa/5239397691.html,eby
2015-09-25 20:11:00,2750.0,3090.0,5.0,BEAUTIFUL GOLF COURSE HOME/3 CAR/3.5BATH Brentwood,/eby/apa/5239397226.html,eby
2015-09-25 19:49:00,2800.0,,2.0,2 Bedroom 1 Bathroom Condo unit for rent,/eby/apa/5239356924.html,eby
2015-09-25 19:48:00,9500.0,4720.0,4.0,ONE OF A KIND PRIVATE EXECUTIVE VACATION STYLE ESTATE INCREDIBLE VIEWS,/eby/apa/5239370951.html,eby
2015-09-25 19:40:00,3350.0,1000.0,2.0,Beautiful secluded creekside duplex walking distance to Lafayette,/eby/apa/5239372165.html,eby
2015-09-25 19:37:00,2098.0,1096.0,2.0,Call this Great 2BR/2BA Apartment Your New Home Today,/eby/apa/5239260734.html,eby
2015-09-25 19:32:00,895.0,,1.0,Cozy Upstairs 1Bedroom Apt. ...Crockett,/eby/apa/5239365734.html,eby
2015-09-25 19:30:00,2400.0,,1.0,1 Bedroom 1 Bathroom Condo Unit for Rent,/eby/apa/5239348075.html,eby
2015-09-25 19:30:00,2470.0,1090.0,2.0,Last One Left Take Advantage Before Someone Else Does,/eby/apa/5239353019.html,eby
2015-09-25 19:24:00,2350.0,1152.0,2.0,Great Deal Beau Immac 2br2.5ba/Garage/Near BARTFreewayDowntown,/eby/apa/5221631079.html,eby
2015-09-25 19:23:00,3300.0,1610.0,3.0,Walk to Fremont BART Park Parkmont School Newer TriLevel Townhouse,/eby/apa/5223056477.html,eby
2015-09-25 19:23:00,2100.0,2000.0,3.0,Newer Vacaville homecleannew everythingquiet safe great schools,/eby/apa/5235868770.html,eby
2015-09-25 19:21:00,2000.0,693.0,1.0,Beautiful 1 bdr condo great location walking distance to BART,/eby/apa/5239355748.html,eby
2015-09-25 19:11:00,4400.0,2100.0,3.0,Great House for Rent Oakmore,/eby/apa/5239346539.html,eby
2015-09-25 19:02:00,2800.0,1200.0,3.0,Fremont Ardenwood Home for Rent  3BR / 2Ba  94555,/eby/apa/5239320116.html,eby
2015-09-25 18:57:00,2800.0,1800.0,2.0,Lovely 2 bed/1.5 bath house for rent,/eby/apa/5239334392.html,eby
2015-09-25 18:56:00,4300.0,2900.0,4.0,4bed/3ba  walk to Weibel schoolwith panoramic view,/eby/apa/5239332968.html,eby
2015-09-25 18:47:00,1750.0,771.0,1.0,Marina Bay Condo Avail 1750.00 pvt owner,/eby/apa/5239319045.html,eby
2015-09-25 18:45:00,2695.0,808.0,2.0,This Wont Last Long 2bed/1bath Downtown WC Walk to Everything,/eby/apa/5239305537.html,eby
2015-09-25 18:44:00,2100.0,1000.0,2.0,updated 2 bdrm on Oakland/Emeryville border,/eby/apa/5199283053.html,eby
2015-09-25 18:44:00,2100.0,900.0,2.0,2 bdrm on Oakland/Emeryville border,/eby/apa/5235518261.html,eby
2015-09-25 18:44:00,3200.0,1634.0,3.0,Dublin Ranch Village Town Home is offering a Great Deal,/eby/apa/5239321364.html,eby
2015-09-25 18:42:00,2895.0,1386.0,2.0,Gated Dublin Terraces 2/2.5B w 2 car attached garage,/eby/apa/5235851049.html,eby
2015-09-25 18:38:00,2145.0,622.0,1.0,Prime Location 1 Bedroom in Downtown Walnut Creek,/eby/apa/5239302958.html,eby
2015-09-25 18:34:00,1700.0,1000.0,3.0,Three bedroom one bath apartment,/eby/apa/5239312393.html,eby
2015-09-25 18:30:00,1800.0,650.0,1.0,1 bed/1 bath  Elmwood district hardwood floors near UC,/eby/apa/5239307939.html,eby
2015-09-25 18:26:00,1175.0,800.0,1.0,Open House 9/26 122 1175 Near Richmond BART,/eby/apa/5239304409.html,eby
2015-09-25 18:26:00,2736.0,950.0,2.0,Great Location with Vaulted Ceiling New Carpet  Amazing Views,/eby/apa/5239263666.html,eby
2015-09-25 18:25:00,3105.0,1056.0,3.0,Ground Floor 3 Bedroom This Is The One,/eby/apa/5239303761.html,eby
2015-09-25 18:25:00,2300.0,,2.0,Top Floor Two Bedroom One Bathroom1161 Broadway C,/eby/apa/5239285451.html,eby
2015-09-25 18:18:00,2070.0,796.0,2.0,Very Nice Remodeled Two Bedroom w/ Washer/DryerDeposit 131.25,/eby/apa/5239296519.html,eby
2015-09-25 18:18:00,2495.0,925.0,1.0,Spacious 1 Bedroom in Fremont,/eby/apa/5239296330.html,eby
2015-09-25 18:15:00,2650.0,1250.0,3.0,LOVELY HOME READY TO MOVE IN FULLY RENOVATED AVAILABLE NOW,/eby/apa/5239276860.html,eby
2015-09-25 18:14:00,1199.0,,1.0,1bedroom apartment near downtown,/eby/apa/5239282259.html,eby
2015-09-25 18:13:00,3723.0,1300.0,3.0,Wood style flooring W/D Balcony Central Air... Take a Tour Today,/eby/apa/5239268567.html,eby
2015-09-25 18:12:00,2450.0,1000.0,2.0,HUGE 2 BEDROOM APARTMENT IN A QUIET NEIGHBORHOOD IN FREMONT,/eby/apa/5239282824.html,eby
2015-09-25 18:10:00,4000.0,2671.0,5.0,Gorgeous Single Family House in Union City,/eby/apa/5231268820.html,eby
2015-09-25 18:10:00,1190.0,,1.0,Charming 1920s bldg 2 blks to UC studio with hardwood floor,/eby/apa/5239287923.html,eby
2015-09-25 18:09:00,2500.0,805.0,1.0,Furnished one bedroom apt next to Pleasant Hill bart,/eby/apa/5236297746.html,eby
2015-09-25 18:08:00,2000.0,,1.0,Single Bedroom Unit in Broadway Gardens1155 Broadway B,/eby/apa/5239273536.html,eby
2015-09-25 18:06:00,3000.0,,3.0,Great Downtown Walnut Creek Rancher  Open Sat 24,/eby/apa/5239284004.html,eby
2015-09-25 18:05:00,3950.0,2100.0,3.0,Modern Stylish House  LIGHTLY FURNISHED  Family or share,/eby/apa/5235291504.html,eby
2015-09-25 18:05:00,3950.0,2100.0,3.0,Modern Stylish House  LIGHTLY FURNISHED  Family or share,/eby/apa/5224337517.html,eby
2015-09-25 18:05:00,2800.0,1080.0,2.0,Gorgeous and convenient 2 bedroom 2 bath condo,/eby/apa/5239262161.html,eby
2015-09-25 18:05:00,3015.0,1270.0,3.0,3 Bed 2 Bath over 1200sq ft MUST SEE,/eby/apa/5239277192.html,eby
2015-09-25 18:04:00,2429.0,695.0,1.0,Welcome Home Take A Load Off,/eby/apa/5239267000.html,eby
2015-09-25 18:03:00,2183.0,783.0,1.0,Beyond Your Expectation See A Great One Bedroom Today,/eby/apa/5239273098.html,eby
2015-09-25 18:03:00,1639.0,,1.0,LUXURY APARTMENT HOME COMMUNITY COMPLETE WITH YEAR ROUND INDOOR POOL,/eby/apa/5239267582.html,eby
2015-09-25 18:03:00,2061.0,906.0,2.0,FULL SIZE W/D TENNIS COURTS AND A WORK OUT FACILTY,/eby/apa/5239272880.html,eby
2015-09-25 18:02:00,2911.0,1073.0,2.0,Find your way home 250.00 Deposit Special,/eby/apa/5239267056.html,eby
2015-09-25 18:00:00,2625.0,1000.0,2.0,Now Available Double Pane Windows/Sliding DoorDishwasher  Microwave,/eby/apa/5239277271.html,eby
2015-09-25 17:59:00,3076.0,1056.0,2.0,Love Where You Live In This Gorgeous Community,/eby/apa/5239267708.html,eby
2015-09-25 17:58:00,1950.0,700.0,1.0,Remodeled FullyHuge Living Room Closet Close To Bart,/eby/apa/5239275727.html,eby
2015-09-25 17:57:00,2295.0,1000.0,2.0,Need A Apartment  Come View Our Beautiful Home Newly Upgraded,/eby/apa/5239274168.html,eby
2015-09-25 17:56:00,2235.0,769.0,1.0,Acres Of Hillside  Gated Community A Must See,/eby/apa/5239262362.html,eby
2015-09-25 17:54:00,2315.0,809.0,2.0,Move in Now and Still Enjoy Refreshing Pool  Spa,/eby/apa/5239271662.html,eby
2015-09-25 17:53:00,2561.0,747.0,1.0,JOIN US SATURDAY 9/25 FOR OUR OPEN HOUSE AMAZING 1 BEDROOM 1 BATH,/eby/apa/5239270323.html,eby
2015-09-25 17:53:00,2225.0,1225.0,2.0,WELCOME TO YOUR NEW HOME ALL NEWLY REDONE SPACIOUS W/XTRA ROOM,/eby/apa/5239263546.html,eby
2015-09-25 17:52:00,1485.0,,2.0,Spacious 2 bed 1 bath with Modern Amenities  Close to Shopping,/eby/apa/5204622721.html,eby
2015-09-25 17:52:00,1500.0,,1.0,1 Bd/1Ba  New cabinets and flooring,/eby/apa/5230178371.html,eby
2015-09-25 17:51:00,2448.0,,3.0,Lovely 3 Bed 2 Bath Available Now Plenty of Storage,/eby/apa/5199979759.html,eby
2015-09-25 17:51:00,1990.0,852.0,2.0,You Wont Believe Your Eyes 2 Bedroom 2 Bath Beauty,/eby/apa/5239257413.html,eby
2015-09-25 17:51:00,3025.0,1115.0,2.0,Breathtaking ViewsCanyon Woods Spacious and Upgraded,/eby/apa/5237641020.html,eby
2015-09-25 17:51:00,1879.0,,1.0,Lovely 1 Bed 1 Bath Available Now Heat Water and Garbage Paid,/eby/apa/5199934940.html,eby
2015-09-25 17:50:00,2163.0,,2.0,Spacious 2 Bed 1 Bath Available Now Heat Water and Garbage Paid,/eby/apa/5199957591.html,eby
2015-09-25 17:49:00,3016.0,1224.0,3.0,Waiting for You to move in at Pleasanton Glen Apartments,/eby/apa/5239265875.html,eby
2015-09-25 17:49:00,2695.0,950.0,2.0,Awesome Location Clean  Upgraded 2B w/ Balcony 3rd Floor Unit,/eby/apa/5239265627.html,eby
2015-09-25 17:43:00,2345.0,1064.0,2.0,Large Closets Online Payments Available Fireplace,/eby/apa/5239259014.html,eby
2015-09-25 17:42:00,3300.0,2180.0,3.0,Windemere 3bdrm Townhome for rent,/eby/apa/5239258452.html,eby
2015-09-25 17:42:00,3200.0,1987.0,4.0,Gorgeous house in union city 5 min from Bart,/eby/apa/5239251337.html,eby
2015-09-25 17:41:00,1350.0,,2.0,2br/1ba  1100ft2  1350/mo  All Utilities Paid,/eby/apa/5239247599.html,eby
2015-09-25 17:41:00,1969.0,950.0,1.0,Live Like Your On Vacation....One  Two Bedrooms In Tracy,/eby/apa/5238532914.html,eby
2015-09-25 17:40:00,3040.0,1150.0,2.0,IRVINGTON SCHOOLS Beautiful Renovated Townhome  that has it ALL,/eby/apa/5239256322.html,eby
2015-09-25 17:40:00,2000.0,,2.0,Cute Single Story Home in North  East Richmond,/eby/apa/5239255730.html,eby
2015-09-25 17:39:00,1859.0,1027.0,2.0,Tracys Premier Community Is Just Mins Away From Livermore,/eby/apa/5239255060.html,eby
2015-09-25 17:39:00,3450.0,1420.0,2.0,Two Floor Spacious Town Home Available Now,/eby/apa/5239235824.html,eby
2015-09-25 17:39:00,2500.0,950.0,1.0,Spacious one bedroom w/ Loft and added Storage Room in Dublin,/eby/apa/5239224257.html,eby
2015-09-25 17:39:00,1400.0,,2.0,2br/2ba  1100ft2  1400/mo  All Utilities Paid,/eby/apa/5239254280.html,eby
2015-09-25 17:38:00,3037.0,714.0,1.0,Luxurious One Bedroom With Inhome Washer  Dryer Near The Mall,/eby/apa/5239253529.html,eby
2015-09-25 17:37:00,1960.0,,1.0,One Bedroom End of October Move In,/eby/apa/5239234740.html,eby
2015-09-25 17:36:00,2100.0,2000.0,3.0,Beautiful  Spacious3 Bed  2.5 Bath Single House in Bay Point,/eby/apa/5239251685.html,eby
2015-09-25 17:35:00,1829.0,704.0,1.0,ENJOY THE SUNSHINE IN YOUR NEW HOME ,/eby/apa/5239240995.html,eby
2015-09-25 17:33:00,2316.0,697.0,1.0,Gated One Bedroom With Elevator Access and Washer/Dryer Ready To Go,/eby/apa/5239248195.html,eby
2015-09-25 17:33:00,2140.0,,1.0,DESIGNER INSPIRED FLOOR PLANS WITH LUSH GARDEN VIEWS,/eby/apa/5239248091.html,eby
2015-09-25 17:33:00,2305.0,985.0,2.0,Beautiful Upgrades in a spacious floor plan,/eby/apa/5239248057.html,eby
2015-09-25 17:33:00,2302.0,864.0,2.0,A 2 Bedroom That You Just Cant Miss,/eby/apa/5239229769.html,eby
2015-09-25 17:32:00,2495.0,1120.0,2.0,Panoramic Golf Course  SRV Views,/eby/apa/5239247498.html,eby
2015-09-25 17:32:00,2314.0,545.0,1.0,Be At The Center Of It All In This Wonderful One Bedroom Apt Home,/eby/apa/5239235645.html,eby
2015-09-25 17:32:00,1839.0,704.0,1.0,THE BEST PLACE TO LIVE APPLY TODAY,/eby/apa/5239246516.html,eby
2015-09-25 17:31:00,2600.0,,2.0,Sunny 2 bedroom in restored Victorian private entrance deck,/eby/apa/5239246212.html,eby
2015-09-25 17:31:00,2523.0,1204.0,2.0,MINUTES FROM FOSTER CITY AND THE PENINSULA...BIG SAVINGS,/eby/apa/5239245438.html,eby
2015-09-25 17:25:00,1950.0,684.0,1.0,1BR Apartment Available,/eby/apa/5239226897.html,eby
2015-09-25 17:25:00,2380.0,829.0,1.0,Need an Apartment Come and View our Lovely 1x1 with Fireplace,/eby/apa/5239233283.html,eby
2015-09-25 17:24:00,2350.0,887.0,2.0,2 Bedroom 2 Bath Just For You,/eby/apa/5239220555.html,eby
2015-09-25 17:23:00,1998.0,1000.0,2.0,Large 2x1  Ground level Pet Friendly WasherDryer,/eby/apa/5239222428.html,eby
2015-09-25 17:23:00,2150.0,583.0,1.0,Dont Miss Out In This Cozy 1x1 With 2 Walk In Closets,/eby/apa/5239236400.html,eby
2015-09-25 17:22:00,5895.0,1265.0,2.0,BRAND NEW INTERIOR 24th FLOOR w/ 180DEGREE LAKEFRONT VIEWS,/eby/apa/5208238952.html,eby
2015-09-25 17:22:00,3800.0,2044.0,3.0,Close to S.F. Ferry  Remodeled Single Family Home,/eby/apa/5235436417.html,eby
2015-09-25 17:20:00,2178.0,790.0,1.0,Looking for October Were Looking for You,/eby/apa/5239218268.html,eby
2015-09-25 17:19:00,1206.0,986.0,2.0,2 bed apartment with wood burning fireplace waitlist still open,/eby/apa/5239209509.html,eby
2015-09-25 17:19:00,1700.0,450.0,1.0,1 bedroom apartment  art studio maybe in artsy community,/eby/apa/5239232060.html,eby
2015-09-25 17:18:00,3108.0,962.0,2.0,A Must See Fantastic Location Beautiful Two Bedroom Apt Home,/eby/apa/5239214100.html,eby
2015-09-25 17:17:00,2475.0,2539.0,3.0,COMING SOON 3 BD/3 BA GLEN COVE/VALLEJO HOME FOR RENT,/eby/apa/5213907256.html,eby
2015-09-25 17:14:00,2892.0,1096.0,2.0,Dont Miss Out on This First Floor 2x2 with New Look,/eby/apa/5239211312.html,eby
2015-09-25 17:14:00,2500.0,,3.0,Private Home in Foxenwood,/eby/apa/5239211928.html,eby
2015-09-25 17:13:00,2326.0,747.0,1.0,Perfect 1x1 on Third Floor with Great Sunlight,/eby/apa/5239219452.html,eby
